127.0.0.1, 2012-11-06 01:55:54, GET, /, HTTP/1.1, 303, 0.002000
127.0.0.1, 2012-11-06 01:56:03, GET, /admin/default/site, HTTP/1.1, 200, 0.132000
127.0.0.1, 2012-11-06 01:56:03, GET, /admin/static/images/folder_locked.png, HTTP/1.1, 200, 0.050000
127.0.0.1, 2012-11-06 01:56:03, GET, /admin/static/images/small_button.png, HTTP/1.1, 200, 0.048000
127.0.0.1, 2012-11-06 01:56:03, GET, /admin/static/images/small_special_button.png, HTTP/1.1, 200, 0.049000
127.0.0.1, 2012-11-06 01:56:03, GET, /admin/static/images/sidebar_background.jpg, HTTP/1.1, 200, 0.051000
127.0.0.1, 2012-11-06 01:56:04, GET, /admin/default/twitter.load, HTTP/1.1, 200, 1.008000
127.0.0.1, 2012-11-06 01:56:04, POST, /admin/default/check_version, HTTP/1.1, 500, 1.178000
127.0.0.1, 2012-11-06 01:56:45, GET, /admin/default/site, HTTP/1.1, 200, 0.073000
127.0.0.1, 2012-11-06 01:56:45, GET, /admin/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-11-06 01:56:45, GET, /admin/static/css/calendar.css, HTTP/1.1, 304, 0.004000
127.0.0.1, 2012-11-06 01:56:45, GET, /admin/static/js/calendar.js, HTTP/1.1, 304, 0.006000
127.0.0.1, 2012-11-06 01:56:45, GET, /admin/static/js/web2py.js, HTTP/1.1, 304, 0.005000
127.0.0.1, 2012-11-06 01:56:45, GET, /admin/static/plugin_multiselect/jquery.dimensions.js, HTTP/1.1, 304, 0.005000
127.0.0.1, 2012-11-06 01:56:45, GET, /admin/static/plugin_multiselect/jquery.multiselect.js, HTTP/1.1, 304, 0.006000
127.0.0.1, 2012-11-06 01:56:45, GET, /admin/static/plugin_multiselect/jquery.multiselect.css, HTTP/1.1, 304, 0.004000
127.0.0.1, 2012-11-06 01:56:45, GET, /admin/static/plugin_multiselect/start.js, HTTP/1.1, 304, 0.003000
127.0.0.1, 2012-11-06 01:56:45, GET, /admin/static/css/styles.css, HTTP/1.1, 304, 0.003000
127.0.0.1, 2012-11-06 01:56:45, GET, /admin/static/images/header_shadow.png, HTTP/1.1, 304, 0.006000
127.0.0.1, 2012-11-06 01:56:45, GET, /admin/static/images/header_bg.png, HTTP/1.1, 304, 0.005000
127.0.0.1, 2012-11-06 01:56:45, GET, /admin/static/images/start.png, HTTP/1.1, 304, 0.006000
127.0.0.1, 2012-11-06 01:56:45, GET, /admin/static/images/menu.png, HTTP/1.1, 304, 0.005000
127.0.0.1, 2012-11-06 01:56:45, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 304, 0.005000
127.0.0.1, 2012-11-06 01:56:45, GET, /admin/static/images/folder_locked.png, HTTP/1.1, 304, 0.005000
127.0.0.1, 2012-11-06 01:56:45, GET, /admin/static/images/sidebar_background.jpg, HTTP/1.1, 304, 0.007000
127.0.0.1, 2012-11-06 01:56:45, GET, /admin/static/images/folder.png, HTTP/1.1, 304, 0.007000
127.0.0.1, 2012-11-06 01:56:45, GET, /admin/static/images/small_special_button.png, HTTP/1.1, 304, 0.009000
127.0.0.1, 2012-11-06 01:56:45, GET, /admin/static/images/small_button.png, HTTP/1.1, 304, 0.009000
127.0.0.1, 2012-11-06 01:56:45, GET, /admin/static/images/sidebar_bullet.gif, HTTP/1.1, 304, 0.008000
127.0.0.1, 2012-11-06 01:56:46, GET, /admin/default/twitter.load, HTTP/1.1, 200, 1.197000
127.0.0.1, 2012-11-06 01:56:49, GET, /ssad_project/default/index, HTTP/1.1, 303, 0.090000
127.0.0.1, 2012-11-06 01:56:49, GET, /ssad_project/default/user/login, HTTP/1.1, 200, 0.082000
127.0.0.1, 2012-11-06 01:56:49, GET, /ssad_project/static/js/jquery.js, HTTP/1.1, 200, 0.005000
127.0.0.1, 2012-11-06 01:56:49, GET, /ssad_project/static/css/calendar.css, HTTP/1.1, 200, 0.028000
127.0.0.1, 2012-11-06 01:56:49, GET, /ssad_project/static/js/calendar.js, HTTP/1.1, 200, 0.026000
127.0.0.1, 2012-11-06 01:56:49, GET, /ssad_project/static/js/web2py.js, HTTP/1.1, 200, 0.026000
127.0.0.1, 2012-11-06 01:56:49, GET, /ssad_project/static/plugin_layouts/superfish.js, HTTP/1.1, 200, 0.027000
127.0.0.1, 2012-11-06 01:56:49, GET, /ssad_project/static/plugin_layouts/layouts/CorporateOffice/style.css, HTTP/1.1, 200, 0.027000
127.0.0.1, 2012-11-06 01:56:49, GET, /ssad_project/static/plugin_layouts/layouts/CorporateOffice/images/building.jpg, HTTP/1.1, 200, 0.004000
127.0.0.1, 2012-11-06 01:57:28, POST, /ssad_project/default/user/login, HTTP/1.1, 303, 0.068000
127.0.0.1, 2012-11-06 01:57:29, GET, /ssad_project/default/index, HTTP/1.1, 200, 0.085000
127.0.0.1, 2012-11-06 01:58:57, POST, /ssad_project/default/index, HTTP/1.1, 200, 0.075000
127.0.0.1, 2012-11-06 01:59:40, POST, /ssad_project/default/index, HTTP/1.1, 200, 0.083000
127.0.0.1, 2012-11-06 01:59:52, GET, /ssad_project/default/relate, HTTP/1.1, 200, 0.047000
127.0.0.1, 2012-11-06 02:00:02, GET, /ssad_project/default/, HTTP/1.1, 200, 0.086000
127.0.0.1, 2012-11-06 02:00:15, GET, /ssad_project/default/graph/9, HTTP/1.1, 200, 0.042000
127.0.0.1, 2012-11-06 02:00:23, GET, /ssad_project/default/, HTTP/1.1, 200, 0.083000
127.0.0.1, 2012-11-06 02:00:27, GET, /ssad_project/default/relate, HTTP/1.1, 200, 0.060000
127.0.0.1, 2012-11-06 02:00:32, POST, /ssad_project/default/relate, HTTP/1.1, 200, 0.064000
127.0.0.1, 2012-11-06 02:00:45, POST, /ssad_project/default/relate, HTTP/1.1, 200, 0.068000
127.0.0.1, 2012-11-06 02:00:54, POST, /ssad_project/default/relate, HTTP/1.1, 200, 0.062000
127.0.0.1, 2012-11-06 02:01:01, POST, /ssad_project/default/relate, HTTP/1.1, 200, 0.082000
127.0.0.1, 2012-11-06 02:01:16, POST, /ssad_project/default/relate, HTTP/1.1, 200, 0.058000
127.0.0.1, 2012-11-06 02:01:24, POST, /ssad_project/default/relate, HTTP/1.1, 200, 0.069000
127.0.0.1, 2012-11-06 02:10:37, GET, /myapp/default/index, HTTP/1.1, 404, 0.002000
127.0.0.1, 2012-11-06 02:10:42, GET, /, HTTP/1.1, 303, 0.001000
127.0.0.1, 2012-11-06 02:10:42, GET, /welcome/default/index, HTTP/1.1, 200, 0.074000
127.0.0.1, 2012-11-06 02:10:44, GET, /admin/default/index, HTTP/1.1, 303, 0.026000
127.0.0.1, 2012-11-06 02:10:44, GET, /admin/default/site, HTTP/1.1, 200, 0.127000
127.0.0.1, 2012-11-06 02:10:45, GET, /admin/default/twitter.load, HTTP/1.1, 200, 0.801000
127.0.0.1, 2012-11-06 02:10:47, GET, /ssad_project_f/default/index, HTTP/1.1, 303, 0.136000
127.0.0.1, 2012-11-06 02:10:47, GET, /ssad_project_f/default/user/login, HTTP/1.1, 200, 0.124000
127.0.0.1, 2012-11-06 02:10:47, GET, /ssad_project_f/static/js/jquery.js, HTTP/1.1, 200, 0.007000
127.0.0.1, 2012-11-06 02:10:47, GET, /ssad_project_f/static/css/calendar.css, HTTP/1.1, 200, 0.005000
127.0.0.1, 2012-11-06 02:10:47, GET, /ssad_project_f/static/js/calendar.js, HTTP/1.1, 200, 0.031000
127.0.0.1, 2012-11-06 02:10:48, GET, /ssad_project_f/static/js/web2py.js, HTTP/1.1, 200, 0.002000
127.0.0.1, 2012-11-06 02:10:48, GET, /ssad_project_f/static/plugin_layouts/layouts/CorporateOffice/style.css, HTTP/1.1, 200, 0.002000
127.0.0.1, 2012-11-06 02:10:48, GET, /ssad_project_f/static/plugin_layouts/superfish.js, HTTP/1.1, 200, 0.002000
127.0.0.1, 2012-11-06 02:10:49, GET, /ssad_project_f/static/plugin_layouts/layouts/CorporateOffice/images/building.jpg, HTTP/1.1, 200, 0.004000
127.0.0.1, 2012-11-06 02:10:51, POST, /ssad_project_f/default/user/login, HTTP/1.1, 303, 0.172000
127.0.0.1, 2012-11-06 02:10:51, GET, /ssad_project_f/default/index, HTTP/1.1, 200, 0.105000
127.0.0.1, 2012-11-06 02:10:59, GET, /ssad_project_f/default/relate, HTTP/1.1, 200, 0.100000
127.0.0.1, 2012-11-06 02:11:01, GET, /ssad_project_f/default/kruskal, HTTP/1.1, 200, 0.103000
127.0.0.1, 2012-11-06 02:11:49, GET, /ssad_project_f, HTTP/1.1, 200, 0.103000
127.0.0.1, 2012-11-06 02:12:11, GET, /, HTTP/1.1, 303, 0.002000
127.0.0.1, 2012-11-06 02:12:11, GET, /welcome/default/index, HTTP/1.1, 200, 0.081000
127.0.0.1, 2012-11-06 02:12:13, GET, /admin/default/index, HTTP/1.1, 303, 0.025000
127.0.0.1, 2012-11-06 02:12:13, GET, /admin/default/site, HTTP/1.1, 200, 0.101000
127.0.0.1, 2012-11-06 02:12:15, GET, /admin/default/twitter.load, HTTP/1.1, 200, 1.564000
127.0.0.1, 2012-11-06 02:12:17, GET, /admin/default/design/ssad_project_f, HTTP/1.1, 200, 0.276000
127.0.0.1, 2012-11-06 02:12:17, GET, /admin/static/images/search.png, HTTP/1.1, 200, 0.002000
127.0.0.1, 2012-11-06 02:12:17, GET, /admin/static/images/help.png, HTTP/1.1, 200, 0.004000
127.0.0.1, 2012-11-06 02:12:17, GET, /admin/static/images/delete_icon.png, HTTP/1.1, 200, 0.041000
127.0.0.1, 2012-11-06 02:12:17, GET, /admin/static/images/folder_sm.png, HTTP/1.1, 200, 0.032000
127.0.0.1, 2012-11-06 02:12:18, GET, /admin/static/images/test_icon.png, HTTP/1.1, 200, 0.033000
127.0.0.1, 2012-11-06 02:12:25, GET, /admin/default/edit/ssad_project_f/controllers/default.py, HTTP/1.1, 200, 0.145000
127.0.0.1, 2012-11-06 02:12:25, GET, /admin/static/edit_area/edit_area_full.js, HTTP/1.1, 200, 0.417000
127.0.0.1, 2012-11-06 02:12:25, GET, /admin/static/images/save_icon.png, HTTP/1.1, 200, 0.400000
127.0.0.1, 2012-11-06 02:12:26, GET, /admin/static/edit_area/langs/en.js, HTTP/1.1, 200, 0.063000
127.0.0.1, 2012-11-06 02:12:26, GET, /admin/static/edit_area/reg_syntax/python.js, HTTP/1.1, 200, 0.084000
127.0.0.1, 2012-11-06 02:12:26, GET, /admin/static/edit_area/images/search.gif, HTTP/1.1, 200, 0.056000
127.0.0.1, 2012-11-06 02:12:26, GET, /admin/static/edit_area/images/fullscreen.gif, HTTP/1.1, 200, 0.052000
127.0.0.1, 2012-11-06 02:12:26, GET, /admin/static/edit_area/images/go_to_line.gif, HTTP/1.1, 200, 0.052000
127.0.0.1, 2012-11-06 02:12:26, GET, /admin/static/edit_area/images/highlight.gif, HTTP/1.1, 200, 0.004000
127.0.0.1, 2012-11-06 02:12:26, GET, /admin/static/edit_area/images/smooth_selection.gif, HTTP/1.1, 200, 0.004000
127.0.0.1, 2012-11-06 02:12:26, GET, /admin/static/edit_area/images/reset_highlight.gif, HTTP/1.1, 200, 0.003000
127.0.0.1, 2012-11-06 02:12:26, GET, /admin/static/edit_area/images/word_wrap.gif, HTTP/1.1, 200, 0.021000
127.0.0.1, 2012-11-06 02:12:26, GET, /admin/static/edit_area/images/statusbar_resize.gif, HTTP/1.1, 200, 0.020000
127.0.0.1, 2012-11-06 02:12:26, GET, /admin/static/edit_area/images/close.gif, HTTP/1.1, 200, 0.002000
127.0.0.1, 2012-11-06 02:12:26, GET, /admin/static/edit_area/images/move.gif, HTTP/1.1, 200, 0.005000
127.0.0.1, 2012-11-06 02:12:27, GET, /admin/static/edit_area/images/spacer.gif, HTTP/1.1, 200, 0.003000
127.0.0.1, 2012-11-06 02:12:27, GET, /admin/static/edit_area/images/undo.gif, HTTP/1.1, 200, 0.002000
127.0.0.1, 2012-11-06 02:12:27, GET, /admin/static/edit_area/images/redo.gif, HTTP/1.1, 200, 0.002000
127.0.0.1, 2012-11-06 02:12:36, GET, /admin/default/keepalive, HTTP/1.1, 200, 0.052000
127.0.0.1, 2012-11-06 02:14:05, GET, /, HTTP/1.1, 303, 0.001000
127.0.0.1, 2012-11-06 02:14:05, GET, /welcome/default/index, HTTP/1.1, 200, 0.081000
127.0.0.1, 2012-11-06 02:14:07, GET, /admin/default/index, HTTP/1.1, 303, 0.032000
127.0.0.1, 2012-11-06 02:14:07, GET, /admin/default/site, HTTP/1.1, 200, 0.100000
127.0.0.1, 2012-11-06 02:14:09, GET, /admin/default/twitter.load, HTTP/1.1, 200, 1.065000
127.0.0.1, 2012-11-06 02:14:10, GET, /admin/default/design/ssad_project_f, HTTP/1.1, 200, 0.219000
127.0.0.1, 2012-11-06 02:14:16, GET, /ssad_project_f/appadmin/index, HTTP/1.1, 200, 0.104000
127.0.0.1, 2012-11-06 02:14:22, GET, /ssad_project_f/appadmin/select/db, HTTP/1.1, 200, 0.189000
127.0.0.1, 2012-11-06 02:26:50, GET, /ssad_project_f/appadmin/csv/db, HTTP/1.1, 200, 0.094000
127.0.0.1, 2012-11-06 02:29:53, POST, /admin/default/edit/ssad_project_f/controllers/default.py, HTTP/1.1, 200, 0.069000
127.0.0.1, 2012-11-06 02:30:15, POST, /admin/default/edit/ssad_project_f/controllers/default.py, HTTP/1.1, 200, 0.109000
127.0.0.1, 2012-11-06 02:30:21, GET, /ssad_project_f/appadmin/index, HTTP/1.1, 200, 0.169000
127.0.0.1, 2012-11-06 02:30:23, GET, /admin/default/design/ssad_project_f, HTTP/1.1, 200, 0.238000
127.0.0.1, 2012-11-06 02:30:26, GET, /admin/default/site, HTTP/1.1, 200, 0.137000
127.0.0.1, 2012-11-06 02:30:27, GET, /admin/default/twitter.load, HTTP/1.1, 200, 1.142000
127.0.0.1, 2012-11-06 02:30:28, GET, /ssad_project_f/default/index, HTTP/1.1, 200, 0.108000
127.0.0.1, 2012-11-06 02:30:32, GET, /ssad_project_f/default/relate, HTTP/1.1, 200, 0.108000
127.0.0.1, 2012-11-06 02:30:34, GET, /ssad_project_f/default/kruskal, HTTP/1.1, 200, 0.109000
127.0.0.1, 2012-11-06 02:32:23, GET, /ssad_project_f/default/relate, HTTP/1.1, 200, 0.114000
127.0.0.1, 2012-11-06 02:32:25, GET, /ssad_project_f/default/kruskal, HTTP/1.1, 200, 0.129000
127.0.0.1, 2012-11-06 02:33:45, POST, /admin/default/edit/ssad_project_f/controllers/default.py, HTTP/1.1, 200, 0.083000
127.0.0.1, 2012-11-06 02:33:55, GET, /ssad_project_f/default/kruskal, HTTP/1.1, 200, 0.102000
127.0.0.1, 2012-11-06 02:33:55, GET, /ssad_project_f/static/js/jquery.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-11-06 02:33:55, GET, /ssad_project_f/static/css/calendar.css, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-11-06 02:33:55, GET, /ssad_project_f/static/js/calendar.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-11-06 02:33:57, GET, /ssad_project_f/static/plugin_layouts/layouts/CorporateOffice/style.css, HTTP/1.1, 304, 0.018000
127.0.0.1, 2012-11-06 02:33:57, GET, /ssad_project_f/static/js/web2py.js, HTTP/1.1, 304, 0.019000
127.0.0.1, 2012-11-06 02:33:58, GET, /ssad_project_f/static/plugin_layouts/layouts/CorporateOffice/images/building.jpg, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-11-06 02:34:04, GET, /ssad_project_f/default/index, HTTP/1.1, 200, 0.760000
127.0.0.1, 2012-11-06 02:34:09, GET, /ssad_project_f/default/relate, HTTP/1.1, 200, 0.571000
127.0.0.1, 2012-11-06 02:34:11, GET, /ssad_project_f/default/kruskal, HTTP/1.1, 200, 0.474000
127.0.0.1, 2012-11-06 02:34:41, POST, /admin/default/edit/ssad_project_f/controllers/default.py, HTTP/1.1, 200, 0.067000
127.0.0.1, 2012-11-06 02:34:45, GET, /ssad_project_f/default/relate, HTTP/1.1, 200, 0.120000
127.0.0.1, 2012-11-06 02:34:47, GET, /ssad_project_f/default/kruskal, HTTP/1.1, 200, 0.109000
127.0.0.1, 2012-11-06 02:39:48, POST, /admin/default/edit/ssad_project_f/controllers/default.py, HTTP/1.1, 200, 0.078000
127.0.0.1, 2012-11-06 02:40:06, GET, /admin/default/edit/ssad_project_f/, HTTP/1.1, 303, 0.057000
127.0.0.1, 2012-11-06 02:40:06, GET, /admin/default/site, HTTP/1.1, 200, 0.087000
127.0.0.1, 2012-11-06 02:40:07, GET, /admin/default/twitter.load, HTTP/1.1, 200, 0.793000
127.0.0.1, 2012-11-06 02:40:08, GET, /ssad_project_f/default/index, HTTP/1.1, 200, 0.132000
127.0.0.1, 2012-11-06 02:40:10, GET, /admin/default/site, HTTP/1.1, 200, 0.173000
127.0.0.1, 2012-11-06 02:40:11, GET, /admin/default/twitter.load, HTTP/1.1, 200, 0.706000
127.0.0.1, 2012-11-06 02:40:11, GET, /admin/default/design/ssad_project_f, HTTP/1.1, 200, 0.203000
127.0.0.1, 2012-11-06 02:40:25, GET, /admin/default/edit/ssad_project_f/views/default/graph.html, HTTP/1.1, 200, 0.090000
127.0.0.1, 2012-11-06 02:40:25, GET, /admin/static/edit_area/reg_syntax/html.js, HTTP/1.1, 200, 0.040000
127.0.0.1, 2012-11-06 02:40:25, GET, /admin/static/edit_area/plugins/zencoding/zencoding.js, HTTP/1.1, 200, 0.052000
127.0.0.1, 2012-11-06 02:40:25, GET, /admin/static/edit_area/plugins/zencoding/langs/en.js, HTTP/1.1, 200, 0.052000
127.0.0.1, 2012-11-06 02:40:25, GET, /admin/static/edit_area/plugins/zencoding/core.js, HTTP/1.1, 200, 0.056000
127.0.0.1, 2012-11-06 02:40:35, GET, /admin/default/design/ssad_project_f, HTTP/1.1, 200, 0.229000
127.0.0.1, 2012-11-06 02:40:35, GET, /admin/default/keepalive, HTTP/1.1, 200, 0.197000
127.0.0.1, 2012-11-06 02:40:37, GET, /admin/default/edit/ssad_project_f/views/default/graph.html, HTTP/1.1, 200, 0.091000
127.0.0.1, 2012-11-06 02:40:47, GET, /admin/default/keepalive, HTTP/1.1, 200, 0.053000
127.0.0.1, 2012-11-06 02:41:57, POST, /admin/default/edit/ssad_project_f/views/default/graph.html, HTTP/1.1, 200, 0.059000
127.0.0.1, 2012-11-06 02:42:03, GET, /ssad_project_f/default/relate, HTTP/1.1, 200, 0.111000
127.0.0.1, 2012-11-06 02:42:05, GET, /ssad_project_f/default/kruskal, HTTP/1.1, 200, 0.108000
127.0.0.1, 2012-11-06 02:42:44, GET, /admin/default/design/ssad_project_f, HTTP/1.1, 200, 0.225000
127.0.0.1, 2012-11-06 02:42:50, GET, /admin/default/edit/ssad_project_f/views/default/kruskal.html, HTTP/1.1, 200, 0.071000
127.0.0.1, 2012-11-06 02:42:58, POST, /admin/default/edit/ssad_project_f/views/default/kruskal.html, HTTP/1.1, 200, 0.054000
127.0.0.1, 2012-11-06 02:43:00, GET, /admin/default/keepalive, HTTP/1.1, 200, 0.046000
127.0.0.1, 2012-11-06 02:43:01, GET, /ssad_project_f/default/relate, HTTP/1.1, 200, 0.108000
127.0.0.1, 2012-11-06 02:43:04, GET, /ssad_project_f/default/kruskal, HTTP/1.1, 500, 0.771000
127.0.0.1, 2012-11-06 02:43:06, GET, /admin/default/ticket/ssad_project_f/127.0.0.1.2012-11-06.02-43-03.0f1832cf-4254-4636-95f9-2b90ac4a8944, HTTP/1.1, 200, 0.741000
127.0.0.1, 2012-11-06 02:43:07, GET, /admin/static/images/ticket_section.png, HTTP/1.1, 200, 0.030000
127.0.0.1, 2012-11-06 02:44:04, GET, /ssad_project_f/default/relate, HTTP/1.1, 200, 0.113000
127.0.0.1, 2012-11-06 02:44:05, GET, /ssad_project_f/default/index, HTTP/1.1, 200, 0.127000
127.0.0.1, 2012-11-06 02:44:10, GET, /ssad_project_f/default/relate, HTTP/1.1, 200, 0.127000
127.0.0.1, 2012-11-06 02:44:12, GET, /ssad_project_f/default/index, HTTP/1.1, 200, 0.109000
127.0.0.1, 2012-11-06 02:44:13, GET, /admin/default/site, HTTP/1.1, 200, 0.113000
127.0.0.1, 2012-11-06 02:44:13, GET, /welcome/default/index, HTTP/1.1, 200, 0.094000
127.0.0.1, 2012-11-06 02:44:14, GET, /admin/default/twitter.load, HTTP/1.1, 200, 0.994000
127.0.0.1, 2012-11-06 02:44:15, GET, /admin/default/site, HTTP/1.1, 200, 0.121000
127.0.0.1, 2012-11-06 02:44:16, GET, /admin/default/twitter.load, HTTP/1.1, 200, 0.739000
127.0.0.1, 2012-11-06 02:44:18, GET, /admin/default/design/ssad_project_f, HTTP/1.1, 200, 0.187000
127.0.0.1, 2012-11-06 02:44:25, GET, /admin/default/edit/ssad_project_f/views/default/kruskal.html, HTTP/1.1, 200, 0.089000
127.0.0.1, 2012-11-06 02:44:35, GET, /admin/default/keepalive, HTTP/1.1, 200, 0.049000
127.0.0.1, 2012-11-06 02:44:47, POST, /admin/default/edit/ssad_project_f/views/default/kruskal.html, HTTP/1.1, 200, 0.057000
127.0.0.1, 2012-11-06 02:44:50, GET, /admin/default/design/ssad_project_f, HTTP/1.1, 200, 0.235000
127.0.0.1, 2012-11-06 02:44:57, GET, /admin/default/edit/ssad_project_f/views/default/graph.html, HTTP/1.1, 200, 0.084000
127.0.0.1, 2012-11-06 02:45:02, POST, /admin/default/edit/ssad_project_f/views/default/graph.html, HTTP/1.1, 200, 0.136000
127.0.0.1, 2012-11-06 02:45:07, GET, /admin/default/site, HTTP/1.1, 200, 0.116000
127.0.0.1, 2012-11-06 02:45:07, GET, /admin/default/keepalive, HTTP/1.1, 200, 0.067000
127.0.0.1, 2012-11-06 02:45:08, GET, /admin/default/twitter.load, HTTP/1.1, 200, 0.975000
127.0.0.1, 2012-11-06 02:45:09, GET, /ssad_project_f/default/index, HTTP/1.1, 200, 0.129000
127.0.0.1, 2012-11-06 02:45:11, GET, /ssad_project_f/default/relate, HTTP/1.1, 200, 0.130000
127.0.0.1, 2012-11-06 02:45:13, GET, /ssad_project_f/default/kruskal, HTTP/1.1, 200, 0.107000
127.0.0.1, 2012-11-06 02:47:04, GET, /admin/default/index, HTTP/1.1, 303, 0.025000
127.0.0.1, 2012-11-06 02:47:04, GET, /admin/default/site, HTTP/1.1, 200, 0.095000
127.0.0.1, 2012-11-06 02:47:06, GET, /ssad_project_f/default/index, HTTP/1.1, 200, 0.112000
127.0.0.1, 2012-11-06 02:47:06, GET, /admin/default/twitter.load, HTTP/1.1, 200, 1.762000
127.0.0.1, 2012-11-06 02:47:08, GET, /admin/default/site, HTTP/1.1, 200, 0.090000
127.0.0.1, 2012-11-06 02:47:09, GET, /admin/default/twitter.load, HTTP/1.1, 200, 0.785000
127.0.0.1, 2012-11-06 02:47:10, GET, /admin/default/design/ssad_project_f, HTTP/1.1, 200, 0.215000
127.0.0.1, 2012-11-06 02:47:19, GET, /admin/default/edit/ssad_project_f/views/default/kruskal.html, HTTP/1.1, 200, 0.078000
127.0.0.1, 2012-11-06 02:47:29, GET, /admin/default/keepalive, HTTP/1.1, 200, 0.045000
127.0.0.1, 2012-11-06 02:47:47, POST, /admin/default/edit/ssad_project_f/views/default/kruskal.html, HTTP/1.1, 200, 0.068000
127.0.0.1, 2012-11-06 02:48:08, GET, /admin/default/index, HTTP/1.1, 303, 0.031000
127.0.0.1, 2012-11-06 02:48:08, GET, /admin/default/site, HTTP/1.1, 200, 0.100000
127.0.0.1, 2012-11-06 02:48:10, GET, /admin/default/twitter.load, HTTP/1.1, 200, 1.414000
127.0.0.1, 2012-11-06 02:48:13, GET, /ssad_project_f/default/index, HTTP/1.1, 200, 0.118000
127.0.0.1, 2012-11-06 02:48:15, GET, /ssad_project_f/default/relate, HTTP/1.1, 200, 0.102000
